age,ast_per_g,blk_per_g,drb_per_g,efg_pct,fg2_pct,fg2_per_g,fg2a_per_g,fg3_pct,fg3_per_g,fg3a_per_g,fg_pct,fg_per_g,fga_per_g,ft_pct,ft_per_g,fta_per_g,g,gs,lg_id,mp_per_g,name,orb_per_g,pf_per_g,pid,pos,pts_per_g,ring,season,stl_per_g,team_id,tov_per_g,trb_per_g
23,1.4,,,,,,,,,,.417,1.4,3.4,.750,1.5,2.0,14,,NBA,,Bill Calhoun,,1.4,3931,SG,4.4,True,1950-51,,ROC,,2.9
26,0.3,0.2,0.7,.520,.520,1.1,2.1,,,,.520,1.1,2.1,.667,0.2,0.3,12,,NBA,7.8,Corky Calhoun,0.5,1.3,3932,SF,2.3,True,1976-77,0.3,POR,,1.2
27,0.5,0.2,1.3,.517,.517,2.5,4.8,,,,.517,2.5,4.8,.571,0.7,1.2,6,,NBA,18.2,Corky Calhoun,1.0,1.0,3932,SF,5.7,False,1977-78,0.3,POR,0.5,2.3
25,2.8,,,.431,.431,4.4,10.2,,0.0,0.0,.431,4.4,10.2,.700,2.8,4.0,5,,ABA,35.0,Jim Caldwell,,5.0,3929,C,11.6,False,1967-68,,KEN,2.4,11.8
26,0.7,,,.267,.267,0.6,2.1,,0.0,0.0,.267,0.6,2.1,.429,0.4,1.0,7,,ABA,9.0,Jim Caldwell,,1.6,3929,C,1.6,False,1968-69,,KEN,0.1,3.0
24,1.6,,,.462,.462,7.8,16.9,,,,.462,7.8,16.9,.633,3.1,4.9,10,,NBA,31.5,Joe Caldwell,,2.9,3930,SF,18.7,False,1965-66,,STL,,5.5
25,1.4,,,.400,.400,4.7,11.7,,,,.400,4.7,11.7,.667,2.9,4.3,9,,NBA,24.1,Joe Caldwell,,3.0,3930,SF,12.2,False,1966-67,,STL,,4.3
26,2.5,,,.326,.326,2.5,7.7,,,,.326,2.5,7.7,.133,0.3,2.5,6,,NBA,24.7,Joe Caldwell,,1.7,3930,SF,5.3,False,1967-68,,STL,,3.5
27,3.4,,,.485,.485,5.9,12.2,,,,.485,5.9,12.2,.464,2.9,6.3,11,,NBA,36.7,Joe Caldwell,,3.6,3930,SG,14.7,False,1968-69,,ATL,,5.0
28,4.2,,,.470,.470,10.3,22.0,,,,.470,10.3,22.0,.650,4.3,6.7,9,,NBA,43.7,Joe Caldwell,,3.8,3930,SG,25.0,False,1969-70,,ATL,,5.0
31,3.3,,2.8,.500,.497,6.4,12.9,.375,0.3,0.7,.491,6.7,13.6,.480,2.0,4.2,12,,ABA,38.9,Joe Caldwell,2.9,2.9,3930,SF,15.6,False,1972-73,,CAR,3.7,5.7
32,3.3,0.0,2.3,.471,.500,4.0,8.0,.000,0.0,0.5,.471,4.0,8.5,.500,1.5,3.0,4,,ABA,26.3,Joe Caldwell,4.5,3.5,3930,SF,9.5,False,1973-74,2.0,CAR,3.0,6.8
23,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,0,NBA,1.0,Adrian Caldwell,0.0,0.0,3928,PF,0.0,False,1989-90,0.0,HOU,0.0,0.0
29,0.0,0.0,1.0,1.000,1.000,1.0,1.0,,0.0,0.0,1.000,1.0,1.0,,0.0,0.0,1,0,NBA,3.0,Adrian Caldwell,0.0,0.0,3928,PF,2.0,False,1995-96,0.0,IND,0.0,1.0
25,1.8,0.1,1.7,.417,.261,0.7,2.6,.462,0.7,1.4,.333,1.3,4.0,.375,0.3,0.9,9,3,NBA,14.0,Nick Calathes,0.1,1.7,3927,SG,3.7,False,2014-15,1.0,MEM,1.1,1.8
26,0.7,,,,,,,,,,.417,1.7,4.0,1.000,0.7,0.7,6,,NBA,8.8,Gerry Calabrese,,3.0,3926,SG,4.0,False,1951-52,,SYR,,1.3
27,0.6,0.4,3.0,.600,.615,3.0,4.9,.000,0.0,0.1,.600,3.0,5.0,.409,1.1,2.8,8,0,NBA,21.9,Michael Cage,2.8,1.8,3925,PF,7.1,False,1988-89,0.9,SEA,1.0,5.8
29,0.4,0.4,2.4,.429,.429,1.2,2.8,,0.0,0.0,.429,1.2,2.8,.765,2.6,3.4,5,0,NBA,16.0,Michael Cage,1.8,2.4,3925,C,5.0,False,1990-91,0.6,SEA,0.6,4.2
30,0.4,0.9,3.7,.559,.559,2.1,3.8,,0.0,0.0,.559,2.1,3.8,1.000,0.1,0.1,9,4,NBA,21.9,Michael Cage,2.0,2.4,3925,PF,4.3,False,1991-92,0.7,SEA,0.9,5.7
31,0.5,0.4,3.4,.525,.525,2.2,4.2,,0.0,0.0,.525,2.2,4.2,.389,0.4,0.9,19,2,NBA,19.9,Michael Cage,2.5,2.3,3925,C,4.8,False,1992-93,0.7,SEA,0.8,5.8
32,0.8,1.0,3.4,.375,.375,1.2,3.2,,0.0,0.0,.375,1.2,3.2,.333,0.4,1.2,5,5,NBA,18.6,Michael Cage,2.0,3.0,3925,C,2.8,False,1993-94,0.8,SEA,0.6,5.4
33,0.8,1.0,2.5,.444,.471,2.0,4.3,.000,0.0,0.3,.444,2.0,4.5,.000,0.0,0.5,4,0,NBA,20.3,Michael Cage,2.0,2.3,3925,C,4.0,False,1994-95,0.5,CLE,0.3,4.5
34,0.7,1.7,5.0,.571,.571,2.7,4.7,,0.0,0.0,.571,2.7,4.7,.600,1.0,1.7,3,3,NBA,33.7,Michael Cage,4.3,1.7,3925,C,6.3,False,1995-96,0.7,CLE,0.0,9.3
24,0.3,,,,,,,,,,.357,1.7,4.7,.500,1.3,2.7,3,,NBA,21.0,Barney Cable,,4.0,3923,SF,4.7,False,1959-60,,SYR,,9.3
25,0.9,,,,,,,,,,.400,3.3,8.1,.588,1.3,2.1,8,,NBA,23.1,Barney Cable,,3.6,3923,SF,7.8,False,1960-61,,SYR,,7.6
23,0.9,0.2,1.0,.455,.455,0.9,1.9,,0.0,0.0,.455,0.9,1.9,.786,0.6,0.8,17,5,NBA,9.8,Jason Caffey,1.5,1.6,3924,PF,2.4,True,1996-97,0.2,CHI,0.7,2.5
27,0.8,0.3,2.4,.381,.381,1.3,3.5,,0.0,0.0,.381,1.3,3.5,.645,1.1,1.7,18,0,NBA,16.5,Jason Caffey,1.7,2.4,3924,PF,3.8,False,2000-01,0.2,MIL,0.8,4.1
24,1.8,0.4,2.8,.610,.556,0.9,1.7,.424,1.6,3.7,.465,2.5,5.4,.607,1.1,1.8,16,0,NBA,23.6,Jared Dudley,0.9,2.3,3919,SF,7.6,False,2009-10,1.1,PHO,0.6,3.8
28,0.3,0.0,0.9,.409,.000,0.0,0.7,.500,0.4,0.9,.273,0.4,1.6,,0.0,0.0,7,0,NBA,6.4,Jared Dudley,0.0,0.7,3919,SF,1.3,False,2013-14,0.1,LAC,0.0,0.9
29,1.3,0.3,1.3,.600,.375,1.0,2.7,.571,1.3,2.3,.467,2.3,5.0,.571,0.7,1.2,6,0,NBA,18.3,Jared Dudley,0.5,2.0,3919,SG,6.7,False,2014-15,2.0,MIL,0.8,1.8
22,0.0,1.5,6.0,.519,.528,7.0,13.3,.000,0.0,0.3,.519,7.0,13.5,.324,2.8,8.5,4,4,NBA,32.8,Andre Drummond,3.0,2.0,3918,C,16.8,False,2015-16,0.3,DET,1.0,9.0
23,2.3,0.1,1.2,.495,.500,1.9,3.8,.325,0.8,2.5,.430,2.7,6.3,.742,1.4,1.9,16,0,NBA,14.8,Goran Dragic,0.6,1.1,3916,PG,7.6,False,2009-10,0.3,PHO,1.0,1.8
29,3.9,0.2,4.1,.481,.469,5.4,11.4,.348,1.1,3.3,.442,6.5,14.7,.767,2.4,3.1,14,14,NBA,33.7,Goran Dragic,0.8,3.3,3916,PG,16.5,False,2015-16,0.4,MIA,2.2,4.9
31,4.6,0.0,2.0,.520,.500,5.4,10.8,.381,1.6,4.2,.467,7.0,15.0,.682,3.0,4.4,5,5,NBA,31.2,Goran Dragic,0.6,3.0,3916,PG,18.6,False,2017-18,1.0,MIA,3.0,2.6
24,2.3,0.0,2.8,.451,.348,2.0,5.8,.389,1.8,4.5,.366,3.8,10.3,1.000,1.5,1.5,4,3,NBA,28.0,Toney Douglas,0.5,3.0,3913,SG,10.8,False,2010-11,0.5,NYK,1.0,3.3
25,1.0,0.0,0.0,1.000,1.000,1.0,1.0,,0.0,0.0,1.000,1.0,1.0,,0.0,0.0,1,0,NBA,8.0,Toney Douglas,0.0,0.0,3913,PG,2.0,False,2011-12,0.0,NYK,0.0,0.0
27,0.5,0.0,0.3,.500,.000,0.0,0.3,.500,0.3,0.6,.333,0.3,0.9,.500,0.1,0.2,10,0,NBA,2.9,Toney Douglas,0.1,0.3,3913,PG,1.0,False,2013-14,0.0,MIA,0.1,0.4
28,0.8,0.8,3.0,.389,.308,0.8,2.6,.400,0.4,1.0,.333,1.2,3.6,.750,0.6,0.8,5,0,NBA,14.0,Gorgui Dieng,0.6,1.2,3907,C,3.4,False,2017-18,0.4,MIN,0.2,3.6
22,1.0,0.0,0.0,1.000,1.000,1.0,1.0,,0.0,0.0,1.000,1.0,1.0,,0.0,0.0,1,0,NBA,2.0,Spencer Dinwiddie,0.0,0.0,3908,PG,2.0,False,2015-16,0.0,DET,0.0,0.0
21,0.0,0.1,0.7,.417,.417,0.7,1.7,,0.0,0.0,.417,0.7,1.7,,0.0,0.0,7,0,NBA,6.9,Cheick Diallo,0.6,1.3,3905,PF,1.4,False,2017-18,0.1,NOP,0.1,1.3
24,2.7,0.0,1.6,.434,.383,1.2,3.0,.316,1.2,3.8,.346,2.4,6.8,.781,1.3,1.6,20,7,NBA,24.9,Matthew Dellavedova,0.5,2.6,3901,SG,7.2,False,2014-15,0.5,CLE,1.8,2.1
25,2.8,0.1,0.6,.405,.419,0.9,2.2,.258,0.4,1.6,.351,1.3,3.7,.750,0.9,1.2,20,0,NBA,12.1,Matthew Dellavedova,0.2,1.6,3901,PG,3.9,True,2015-16,0.1,CLE,0.7,0.8
26,2.0,0.0,1.8,.463,.400,1.7,4.2,.375,1.0,2.7,.390,2.7,6.8,.800,1.3,1.7,6,0,NBA,26.5,Matthew Dellavedova,0.2,0.8,3901,PG,7.7,False,2016-17,0.2,MIL,1.2,2.0
27,2.7,0.0,0.7,.417,.667,0.3,0.5,.222,0.3,1.5,.333,0.7,2.0,1.000,0.3,0.3,6,0,NBA,13.0,Matthew Dellavedova,0.2,1.0,3901,PG,2.0,False,2017-18,0.3,MIL,1.0,0.8
24,3.6,0.3,3.7,.410,.394,5.6,14.1,.333,0.9,2.6,.385,6.4,16.7,.899,10.1,11.3,7,7,NBA,40.3,DeMar DeRozan,0.4,3.3,3903,SG,23.9,False,2013-14,1.1,TOR,2.6,4.1
25,5.8,0.0,5.0,.419,.403,7.3,18.0,.375,0.8,2.0,.400,8.0,20.0,.824,3.5,4.3,4,4,NBA,39.8,DeMar DeRozan,1.3,3.0,3903,SG,20.3,False,2014-15,1.5,TOR,2.5,6.3
26,2.7,0.2,3.5,.399,.411,7.7,18.6,.154,0.2,1.3,.394,7.9,19.9,.813,5.0,6.2,20,20,NBA,37.3,DeMar DeRozan,0.7,2.6,3903,SG,20.9,False,2015-16,1.1,TOR,2.3,4.2
27,3.4,0.0,4.5,.437,.469,7.5,16.0,.067,0.1,1.5,.434,7.6,17.5,.888,7.1,8.0,10,10,NBA,37.3,DeMar DeRozan,0.4,2.6,3903,SG,22.4,False,2016-17,1.4,TOR,2.5,4.9
28,4.0,0.6,3.0,.462,.470,7.7,16.4,.286,1.0,3.5,.437,8.7,19.9,.811,4.3,5.3,10,10,NBA,35.4,DeMar DeRozan,0.6,2.4,3903,SG,22.7,False,2017-18,0.5,TOR,2.3,3.6
27,0.0,0.0,1.0,1.167,1.000,2.0,2.0,1.000,1.0,1.0,1.000,3.0,3.0,.500,1.0,2.0,1,0,NBA,3.0,Malcolm Delaney,0.0,0.0,3900,PG,8.0,False,2016-17,0.0,ATL,0.0,1.0
20,0.5,0.7,3.5,.438,.451,3.8,8.5,.200,0.2,0.8,.429,4.0,9.3,.571,2.0,3.5,6,0,NBA,30.0,Luol Deng,1.3,2.2,3902,SF,10.2,False,2005-06,0.8,CHI,0.8,4.8
21,2.4,0.7,5.7,.524,.527,8.8,16.7,.000,0.0,0.1,.524,8.8,16.8,.807,4.6,5.7,10,10,NBA,41.0,Luol Deng,3.0,2.2,3902,SF,22.2,False,2006-07,1.0,CHI,2.3,8.7
24,1.4,0.8,3.4,.469,.529,7.2,13.6,.083,0.2,2.4,.463,7.4,16.0,.731,3.8,5.2,5,5,NBA,40.6,Luol Deng,1.6,3.0,3902,SF,18.8,False,2009-10,1.2,CHI,0.6,5.0
25,2.7,0.6,4.9,.474,.469,4.8,10.1,.324,1.4,4.3,.426,6.1,14.4,.839,3.3,3.9,16,16,NBA,42.9,Luol Deng,1.7,2.5,3902,SF,16.9,False,2010-11,1.5,CHI,1.6,6.6
26,1.5,1.5,7.0,.506,.491,4.7,9.5,.364,1.3,3.7,.456,6.0,13.2,.571,0.7,1.2,6,6,NBA,38.0,Luol Deng,1.3,1.7,3902,SF,14.0,False,2011-12,0.8,CHI,1.7,8.3
27,3.8,0.6,6.6,.387,.470,6.2,13.2,.056,0.2,3.6,.381,6.4,16.8,.400,0.8,2.0,5,5,NBA,44.8,Luol Deng,1.0,2.4,3902,SF,13.8,False,2012-13,1.0,CHI,2.4,7.6
30,1.6,0.6,4.6,.558,.506,2.9,5.8,.421,1.7,4.1,.471,4.6,9.9,.842,2.3,2.7,14,14,NBA,35.4,Luol Deng,1.4,1.7,3902,PF,13.3,False,2015-16,0.9,MIA,1.6,5.9
22,0.3,0.3,1.3,.375,.000,0.0,1.5,.500,0.8,1.5,.250,0.8,3.0,,0.0,0.0,4,0,NBA,7.8,Sam Dekker,1.3,0.5,3899,PF,2.3,False,2016-17,0.3,HOU,0.0,2.5
27,0.3,0.3,2.2,.609,.609,1.2,1.9,,0.0,0.0,.609,1.2,1.9,.531,1.4,2.7,12,3,NBA,8.1,Dewayne Dedmon,1.8,1.3,3898,C,3.8,False,2016-17,0.2,SAS,0.7,3.9
20,0.0,0.0,1.0,.600,.600,1.0,1.7,,0.0,0.0,.600,1.0,1.7,.500,0.3,0.7,3,0,NBA,3.7,Deyonta Davis,0.7,0.7,3896,C,2.3,False,2016-17,0.0,MEM,0.0,1.7
23,0.0,0.1,0.9,.417,.417,0.6,1.5,,0.0,0.0,.417,0.6,1.5,.750,0.4,0.5,8,0,NBA,6.0,Ed Davis,0.5,0.9,3897,PF,1.6,False,2012-13,0.0,MEM,0.3,1.4
24,0.0,0.4,1.0,.300,.300,0.4,1.4,,0.0,0.0,.300,0.4,1.4,.000,0.0,0.1,7,0,NBA,3.6,Ed Davis,1.1,0.3,3897,PF,0.9,False,2013-14,0.1,MEM,0.3,2.1
26,1.3,0.6,4.5,.525,.553,1.9,3.5,.000,0.0,0.2,.525,1.9,3.6,.576,1.7,3.0,11,0,NBA,18.6,Ed Davis,2.4,3.0,3897,PF,5.5,False,2015-16,0.2,POR,0.9,6.8
28,0.0,0.3,6.8,.500,.500,1.3,2.5,,0.0,0.0,.500,1.3,2.5,.250,0.3,1.0,4,0,NBA,17.8,Ed Davis,1.3,1.8,3897,C,2.8,False,2017-18,0.0,POR,1.0,8.0
22,0.3,0.0,1.5,.765,.500,0.3,0.5,.533,2.0,3.8,.529,2.3,4.3,1.000,1.3,1.3,4,0,NBA,17.0,Troy Daniels,0.8,2.5,3894,SG,7.8,False,2013-14,0.5,HOU,0.5,2.3
24,0.0,0.0,0.5,.125,.200,0.3,1.3,.000,0.0,0.8,.125,0.3,2.0,,0.0,0.0,4,0,NBA,4.5,Troy Daniels,0.0,0.5,3894,SG,0.5,False,2015-16,0.0,CHO,0.0,0.5
25,0.3,0.0,0.7,.500,,0.0,0.0,.333,0.5,1.5,.333,0.5,1.5,,0.0,0.0,6,0,NBA,11.3,Troy Daniels,0.2,0.2,3894,SG,1.5,False,2016-17,0.3,MEM,0.3,0.8
21,2.0,3.0,8.8,.540,.553,11.8,21.3,.000,0.0,0.5,.540,11.8,21.8,.889,8.0,9.0,4,4,NBA,43.0,Anthony Davis,2.3,3.0,3895,PF,31.5,False,2014-15,1.3,NOP,3.3,11.0
24,1.7,2.3,10.8,.534,.549,11.1,20.2,.273,0.7,2.4,.520,11.8,22.7,.828,5.9,7.1,9,9,NBA,39.8,Anthony Davis,2.7,3.3,3895,PF,30.1,False,2017-18,2.0,NOP,2.6,13.4
22,0.2,0.0,0.7,.167,.167,0.2,1.0,,0.0,0.0,.167,0.2,1.0,,0.0,0.0,6,,NBA,2.0,Craig Dykema,0.0,0.3,3891,SF,0.3,False,1981-82,0.0,PHO,0.2,0.7
27,0.9,,,,,,,,,,.241,0.7,2.9,.444,0.4,0.9,10,,BAA,,Jack Dwan,,2.2,3890,,1.8,True,1948-49,,MNL,,
22,0.6,0.0,0.6,,,,,,,,.333,0.6,1.8,.500,0.2,0.4,5,,NBA,2.8,Dennis DuVal,0.0,0.2,3889,PG,1.4,False,1974-75,0.0,WSB,,0.6
22,0.8,0.0,1.0,.500,.500,0.5,1.0,,,,.500,0.5,1.0,,0.0,0.0,4,,NBA,8.8,T.R. Dunn,0.3,0.8,3882,SG,1.0,False,1977-78,0.3,POR,0.3,1.3
23,1.3,0.0,1.3,.455,.455,1.7,3.7,,,,.455,1.7,3.7,,0.0,0.0,3,,NBA,17.3,T.R. Dunn,0.7,2.3,3882,SG,3.3,False,1978-79,1.7,POR,0.3,2.0
24,1.3,0.0,1.0,.250,.250,0.7,2.7,,0.0,0.0,.250,0.7,2.7,1.000,0.7,0.7,3,,NBA,8.0,T.R. Dunn,0.3,1.0,3882,SG,2.0,False,1979-80,0.3,POR,0.3,1.3
26,3.3,0.3,2.7,.462,.462,2.0,4.3,,0.0,0.0,.462,2.0,4.3,.875,2.3,2.7,3,,NBA,27.0,T.R. Dunn,3.3,3.7,3882,SG,6.3,False,1981-82,2.7,DEN,1.7,6.0
27,2.5,0.4,6.4,.439,.439,2.3,5.1,,0.0,0.0,.439,2.3,5.1,.625,0.6,1.0,8,,NBA,37.5,T.R. Dunn,3.4,2.6,3882,SG,5.1,False,1982-83,1.5,DEN,1.8,9.8
28,1.6,0.8,3.8,.560,.560,2.8,5.0,,0.0,0.0,.560,2.8,5.0,.714,1.0,1.4,5,,NBA,35.6,T.R. Dunn,4.0,3.8,3882,SG,6.6,False,1983-84,2.0,DEN,1.6,7.8
29,2.3,0.2,2.2,.415,.415,1.8,4.3,,0.0,0.0,.415,1.8,4.3,.737,0.9,1.3,15,15,NBA,24.7,T.R. Dunn,1.8,3.0,3882,SG,4.5,False,1984-85,1.6,DEN,0.7,4.0
30,1.3,0.0,3.1,.435,.435,2.0,4.6,,0.0,0.0,.435,2.0,4.6,.643,0.9,1.4,10,10,NBA,27.6,T.R. Dunn,2.2,3.4,3882,SG,4.9,False,1985-86,1.6,DEN,0.3,5.3
31,0.7,0.3,0.7,.250,.250,0.3,1.3,,0.0,0.0,.250,0.3,1.3,,0.0,0.0,3,0,NBA,7.3,T.R. Dunn,0.3,1.0,3882,SG,0.7,False,1986-87,0.3,DEN,0.3,1.0
32,0.3,0.0,1.6,.550,.550,1.0,1.8,,0.0,0.0,.550,1.0,1.8,.500,0.4,0.7,11,3,NBA,16.8,T.R. Dunn,1.0,1.8,3882,SG,2.4,False,1987-88,0.7,DEN,0.4,2.6
33,0.1,0.0,1.0,.429,.429,0.4,0.9,,0.0,0.0,.429,0.4,0.9,.500,0.1,0.3,8,0,NBA,9.9,T.R. Dunn,0.9,1.4,3882,SG,0.9,False,1988-89,0.6,PHO,0.3,1.9
34,0.7,0.3,2.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,3,0,NBA,10.3,T.R. Dunn,0.3,1.0,3882,SF,0.0,False,1989-90,1.3,DEN,0.3,2.3
24,0.0,0.0,0.3,.286,.286,0.1,0.5,,0.0,0.0,.286,0.1,0.5,,0.0,0.0,14,0,NBA,2.7,Ronald Dupree,0.1,0.4,3883,SF,0.3,False,2004-05,0.0,DET,0.1,0.4
26,0.3,,,,,,,,,,.000,0.0,1.3,,0.0,0.0,3,,NBA,2.7,Pat Dunn,,0.3,3881,SG,0.0,False,1957-58,,PHW,,0.3
30,1.6,0.0,1.2,.425,.400,0.8,2.0,.300,0.6,2.0,.350,1.4,4.0,.667,1.6,2.4,5,0,NBA,14.4,Mike Dunleavy,0.0,0.6,3880,SG,5.0,False,2010-11,0.8,IND,0.2,1.2
32,2.0,0.0,3.3,.683,.714,2.5,3.5,.438,1.8,4.0,.567,4.3,7.5,.889,2.0,2.3,4,0,NBA,22.8,Mike Dunleavy,0.8,1.3,3880,SF,12.3,False,2012-13,0.5,MIL,0.8,4.0
33,2.4,0.2,2.6,.585,.481,2.6,5.4,.462,2.4,5.2,.472,5.0,10.6,.667,0.8,1.2,5,5,NBA,32.6,Mike Dunleavy,1.0,1.4,3880,SF,13.2,False,2013-14,0.6,CHI,1.0,3.6
34,2.6,0.4,3.4,.642,.500,1.3,2.7,.482,2.3,4.7,.489,3.6,7.3,.947,1.5,1.6,12,12,NBA,32.4,Mike Dunleavy,0.6,2.6,3880,SF,10.9,False,2014-15,0.8,CHI,1.3,4.0
36,0.3,0.0,0.7,.571,.500,0.2,0.3,.400,0.3,0.8,.429,0.5,1.2,1.000,0.7,0.7,6,0,NBA,8.8,Mike Dunleavy,0.2,0.5,3880,SF,2.0,False,2016-17,0.2,ATL,1.0,0.8
22,0.8,0.0,0.3,.360,.360,0.8,2.3,,,,.360,0.8,2.3,.800,0.4,0.5,11,,NBA,6.2,Mike Dunleavy,0.1,1.3,3879,PG,2.0,False,1976-77,0.3,PHI,,0.4
24,0.0,0.0,1.0,.000,.000,0.0,2.0,,,,.000,0.0,2.0,,0.0,0.0,1,,NBA,10.0,Mike Dunleavy,0.0,1.0,3879,SG,0.0,False,1978-79,0.0,HOU,0.0,1.0
25,2.2,0.0,0.5,.500,.600,1.0,1.7,.000,0.0,0.3,.500,1.0,2.0,.833,0.8,1.0,6,,NBA,7.5,Mike Dunleavy,0.3,1.8,3879,PG,2.8,False,1979-80,0.8,HOU,1.0,0.8
26,3.4,0.1,1.7,.474,.460,3.2,6.9,.400,0.3,0.8,.454,3.5,7.6,.868,1.7,1.9,20,,NBA,23.6,Mike Dunleavy,0.5,3.0,3879,SG,8.9,False,1980-81,0.8,HOU,1.5,2.1
27,3.0,0.0,1.0,.409,.500,3.0,6.0,.000,0.0,1.3,.409,3.0,7.3,.833,1.7,2.0,3,,NBA,22.0,Mike Dunleavy,0.0,2.3,3879,SG,7.7,False,1981-82,0.7,HOU,0.3,1.0
28,4.5,0.1,0.9,.400,.400,1.3,3.2,.267,0.7,2.7,.338,2.0,5.9,.692,0.8,1.2,11,,NBA,15.8,Mike Dunleavy,0.3,2.0,3879,PG,5.5,False,1982-83,0.8,SAS,1.3,1.2
29,3.1,0.0,1.7,.527,.519,2.7,5.3,.360,1.2,3.3,.457,3.9,8.6,.917,2.2,2.4,15,,NBA,26.2,Mike Dunleavy,0.7,3.9,3879,PG,11.3,False,1983-84,1.1,MIL,2.3,2.3
26,0.5,,,,,,,,,,.231,0.8,3.3,.000,0.0,0.3,4,,BAA,,Andy Duncan,,1.3,3877,,1.5,False,1948-49,,ROC,,
27,0.5,,,,,,,,,,.667,1.0,1.5,1.000,1.0,1.0,2,,NBA,,Andy Duncan,,2.5,3877,,3.0,False,1949-50,,ROC,,
23,1.0,0.6,1.3,.525,.530,4.7,8.8,.000,0.0,0.1,.525,4.7,8.9,.755,1.6,2.1,23,20,NBA,21.7,Richard Dumas,1.6,2.3,3875,SF,10.9,False,1992-93,0.9,PHO,1.2,2.8
25,0.0,0.0,0.0,.250,.250,0.3,1.3,,0.0,0.0,.250,0.3,1.3,,0.0,0.0,3,0,NBA,1.7,Richard Dumas,0.3,0.0,3875,SF,0.7,False,1994-95,0.0,PHO,0.3,0.3
21,1.9,2.6,6.8,.521,.525,8.1,15.4,.000,0.0,0.1,.521,8.1,15.6,.667,4.4,6.7,9,9,NBA,41.6,Tim Duncan,2.2,2.7,3878,PF,20.7,False,1997-98,0.6,SAS,2.8,9.0
22,2.8,2.6,8.2,.511,.516,8.5,16.4,.000,0.0,0.2,.511,8.5,16.6,.748,6.3,8.4,17,17,NBA,43.1,Tim Duncan,3.2,2.9,3878,PF,23.2,True,1998-99,0.8,SAS,3.1,11.5
24,3.8,2.7,10.3,.490,.486,9.2,18.8,1.000,0.1,0.1,.488,9.2,18.9,.639,5.8,9.2,13,13,NBA,40.5,Tim Duncan,4.2,3.3,3878,PF,24.4,False,2000-01,1.1,SAS,3.8,14.5
25,5.0,4.3,11.3,.456,.455,9.0,19.8,.333,0.1,0.3,.453,9.1,20.1,.822,9.2,11.2,9,9,NBA,42.2,Tim Duncan,3.1,2.4,3878,PF,27.6,False,2001-02,0.7,SAS,4.1,14.4
26,5.3,3.3,11.4,.529,.538,9.1,16.9,.000,0.0,0.3,.529,9.1,17.2,.677,6.5,9.7,24,24,NBA,42.5,Tim Duncan,4.0,3.3,3878,PF,24.7,True,2002-03,0.6,SAS,3.2,15.4
27,3.2,2.0,8.0,.522,.525,8.3,15.8,.000,0.0,0.1,.522,8.3,15.9,.632,5.5,8.7,10,10,NBA,40.5,Tim Duncan,3.3,3.4,3878,PF,22.1,False,2003-04,0.8,SAS,4.2,11.3
28,2.7,2.3,8.7,.465,.467,8.5,18.3,.200,0.0,0.2,.464,8.6,18.5,.717,6.4,8.9,23,23,NBA,37.8,Tim Duncan,3.8,2.9,3878,PF,23.6,True,2004-05,0.3,SAS,2.7,12.4
29,3.3,1.9,8.0,.573,.579,9.3,16.1,.000,0.0,0.2,.573,9.3,16.2,.718,7.2,10.1,13,13,NBA,37.9,Tim Duncan,2.5,3.8,3878,PF,25.8,False,2005-06,0.8,SAS,2.6,10.5
30,3.3,3.1,7.8,.521,.521,8.7,16.7,,0.0,0.0,.521,8.7,16.7,.644,4.8,7.5,20,20,NBA,36.8,Tim Duncan,3.7,3.0,3878,C,22.2,True,2006-07,0.7,SAS,3.0,11.5
31,3.3,2.1,10.9,.450,.453,7.9,17.4,.200,0.1,0.3,.449,7.9,17.7,.626,4.2,6.8,17,17,NBA,39.2,Tim Duncan,3.6,2.4,3878,C,20.2,False,2007-08,0.9,SAS,2.4,14.5
32,3.2,1.2,5.6,.532,.532,8.2,15.4,,0.0,0.0,.532,8.2,15.4,.607,3.4,5.6,5,5,NBA,32.8,Tim Duncan,2.4,2.2,3878,C,19.8,False,2008-09,0.6,SAS,1.4,8.0
33,2.6,1.7,6.9,.523,.520,7.7,14.8,.500,0.1,0.2,.520,7.8,15.0,.478,3.3,6.9,10,10,NBA,37.3,Tim Duncan,3.0,2.7,3878,C,19.0,False,2009-10,0.8,SAS,2.4,9.9
34,2.7,2.5,7.8,.478,.478,5.5,11.5,,0.0,0.0,.478,5.5,11.5,.625,1.7,2.7,6,6,NBA,35.3,Tim Duncan,2.7,2.8,3878,C,12.7,False,2010-11,0.5,SAS,3.0,10.5
35,2.8,2.1,7.1,.495,.498,7.2,14.5,.000,0.0,0.1,.495,7.2,14.6,.707,2.9,4.1,14,14,NBA,33.1,Tim Duncan,2.3,2.1,3878,C,17.4,False,2011-12,0.7,SAS,1.5,9.4
36,1.9,1.6,7.6,.470,.472,7.2,15.2,.000,0.0,0.0,.470,7.2,15.3,.806,3.8,4.7,21,21,NBA,35.0,Tim Duncan,2.6,2.5,3878,C,18.1,False,2012-13,0.9,SAS,2.0,10.2
37,2.0,1.3,6.3,.523,.527,6.5,12.3,.000,0.0,0.1,.523,6.5,12.4,.760,3.3,4.3,23,23,NBA,32.7,Tim Duncan,2.8,2.3,3878,C,16.3,True,2013-14,0.3,SAS,1.1,9.2
