age,ast_per_g,blk_per_g,drb_per_g,efg_pct,fg2_pct,fg2_per_g,fg2a_per_g,fg3_pct,fg3_per_g,fg3a_per_g,fg_pct,fg_per_g,fga_per_g,ft_pct,ft_per_g,fta_per_g,g,gs,lg_id,mp_per_g,name,orb_per_g,pf_per_g,pid,pos,pts_per_g,ring,season,stl_per_g,team_id,tov_per_g,trb_per_g
29,1.6,0.2,1.1,.595,.462,1.3,2.9,.469,1.7,3.6,.466,3.0,6.4,.500,0.2,0.4,9,0,NBA,17.7,Trent Tucker,1.0,2.2,1460,SG,7.9,False,1988-89,1.1,NYK,0.7,2.1
30,2.0,0.0,0.9,.491,.429,1.2,2.8,.370,1.0,2.7,.400,2.2,5.5,1.000,0.6,0.6,10,0,NBA,17.8,Trent Tucker,0.5,1.9,1460,SG,6.0,False,1989-90,1.0,NYK,0.6,1.4
31,3.0,0.0,3.0,.440,.333,1.7,5.0,.400,1.3,3.3,.360,3.0,8.3,1.000,0.7,0.7,3,2,NBA,22.0,Trent Tucker,1.0,2.3,1460,SG,8.0,False,1990-91,0.3,NYK,0.3,4.0
32,0.7,0.0,0.7,.464,.556,1.7,3.0,.200,0.3,1.7,.429,2.0,4.7,1.000,0.3,0.3,3,0,NBA,12.7,Trent Tucker,0.3,1.0,1460,SG,4.7,False,1991-92,0.0,SAS,1.0,1.0
33,1.0,0.0,0.7,.543,.350,0.4,1.1,.462,0.6,1.4,.413,1.0,2.4,.500,0.2,0.3,19,0,NBA,10.9,Trent Tucker,0.2,0.8,1460,SG,2.8,True,1992-93,0.4,CHI,0.4,0.9
23,0.0,0.3,1.0,.600,.600,1.0,1.7,,0.0,0.0,.600,1.0,1.7,.833,1.7,2.0,3,0,NBA,8.3,Ronny Turiaf,1.3,1.7,1461,C,3.7,False,2005-06,0.0,LAL,0.7,2.3
24,0.3,0.3,1.5,.357,.357,1.3,3.5,,0.0,0.0,.357,1.3,3.5,.700,1.8,2.5,4,0,NBA,12.0,Ronny Turiaf,1.5,2.0,1461,C,4.3,False,2006-07,0.5,LAL,0.3,3.0
25,0.3,0.9,1.1,.389,.389,0.7,1.9,,0.0,0.0,.389,0.7,1.9,.588,0.5,0.9,19,0,NBA,9.8,Ronny Turiaf,0.3,2.2,1461,C,2.0,False,2007-08,0.1,LAL,0.5,1.4
28,1.0,1.5,1.8,.667,.667,2.0,3.0,,0.0,0.0,.667,2.0,3.0,.700,1.8,2.5,4,4,NBA,18.8,Ronny Turiaf,1.0,1.0,1461,C,5.8,False,2010-11,0.3,NYK,0.8,2.8
29,0.1,0.7,1.7,.556,.556,0.8,1.5,,0.0,0.0,.556,0.8,1.5,.273,0.3,0.9,12,7,NBA,10.1,Ronny Turiaf,0.9,1.9,1461,C,1.9,True,2011-12,0.1,MIA,0.5,2.6
30,0.0,0.6,0.8,.700,.700,1.4,2.0,,0.0,0.0,.700,1.4,2.0,.500,0.4,0.8,5,0,NBA,11.8,Ronny Turiaf,0.8,2.8,1461,C,3.2,False,2012-13,0.2,LAC,0.4,1.6
22,0.1,,,,,,,,,,.296,0.9,3.0,.889,0.9,1.0,9,,NBA,6.6,Jim Tucker,,1.4,1459,PF,2.7,True,1954-55,,SYR,,1.7
23,0.3,,,,,,,,,,.382,2.2,5.7,.750,1.0,1.3,6,,NBA,12.0,Jim Tucker,,2.5,1459,PF,5.3,False,1955-56,,SYR,,4.2
26,0.0,,,1.000,1.000,0.5,0.5,,,,1.000,0.5,0.5,,0.0,0.0,4,,NBA,1.3,Al Tucker,,0.0,1456,PF,1.0,False,1969-70,,BAL,,0.0
27,2.0,,4.7,.438,.458,4.5,9.8,.167,0.2,1.0,.431,4.7,10.8,.826,3.2,3.8,6,,ABA,27.5,Al Tucker,0.7,3.3,1456,PF,12.7,False,1970-71,,FLO,1.8,5.3
28,1.3,,,.250,.263,1.7,6.3,.000,0.0,0.3,.250,1.7,6.7,.000,0.0,0.3,3,,ABA,17.0,Al Tucker,,2.7,1456,PF,3.3,False,1971-72,,FLO,1.0,4.7
22,0.5,0.0,0.3,.000,.000,0.0,0.5,.000,0.0,0.3,.000,0.0,0.8,.500,0.3,0.5,4,0,NBA,2.0,Nikoloz Tskitishvili,0.0,0.3,1455,SF,0.3,False,2005-06,0.0,PHO,0.3,0.3
27,1.3,,,,,,,,,,.294,2.3,7.7,.655,1.7,2.6,11,,NBA,21.7,Lou Tsioropoulos,,3.6,1454,SF,6.3,False,1957-58,,BOS,,5.8
22,0.3,,,,,,,,,,.625,1.7,2.7,,0.0,0.0,3,,NBA,3.7,John Tschogl,,0.0,1453,SF,3.3,False,1972-73,,ATL,,1.3
21,0.0,1.8,4.5,.375,.375,1.5,4.0,,0.0,0.0,.375,1.5,4.0,,0.0,0.0,4,4,NBA,18.8,Jake Tsakalidis,2.5,2.8,1452,C,3.0,False,2000-01,0.0,PHO,0.3,7.0
24,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.000,2.0,2.0,1,0,NBA,3.0,Jake Tsakalidis,0.0,0.0,1452,C,2.0,False,2003-04,0.0,MEM,3.0,0.0
26,0.5,0.3,1.8,.600,.600,1.5,2.5,,0.0,0.0,.600,1.5,2.5,.500,0.3,0.5,4,3,NBA,14.8,Jake Tsakalidis,1.0,3.3,1452,C,3.3,False,2005-06,0.3,MEM,1.8,2.8
27,0.0,0.0,3.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.000,2.0,2.0,1,0,NBA,3.0,Jake Tsakalidis,1.0,0.0,1452,C,2.0,False,2006-07,0.0,HOU,0.0,4.0
24,3.0,0.0,2.6,.471,.475,9.6,20.2,.000,0.0,0.2,.471,9.6,20.4,.804,8.2,10.2,5,,NBA,41.6,Kelly Tripucka,2.0,4.4,1449,SF,27.4,False,1983-84,2.2,DET,3.6,4.6
25,3.2,0.3,2.2,.415,.419,5.4,13.0,.000,0.0,0.1,.415,5.4,13.1,.875,3.9,4.4,9,9,NBA,32.0,Kelly Tripucka,2.1,2.4,1449,SF,14.8,False,1984-85,0.4,DET,2.1,4.3
26,2.3,0.5,3.3,.465,.465,8.3,17.8,,0.0,0.0,.465,8.3,17.8,.913,5.3,5.8,4,4,NBA,43.8,Kelly Tripucka,2.5,3.5,1449,SF,21.8,False,1985-86,0.8,DET,4.0,5.8
27,0.6,0.0,1.2,.700,.824,2.8,3.4,.000,0.0,0.6,.700,2.8,4.0,1.000,0.8,0.8,5,5,NBA,14.0,Kelly Tripucka,0.2,1.2,1449,SF,6.4,False,1986-87,0.8,UTA,1.4,1.4
28,0.5,0.0,0.0,.333,.333,0.5,1.5,,0.0,0.0,.333,0.5,1.5,,0.0,0.0,2,0,NBA,4.5,Kelly Tripucka,0.5,0.5,1449,SF,1.0,False,1987-88,0.0,UTA,0.5,0.5
30,1.5,,,,,,,,,,.451,2.1,4.6,.826,1.7,2.1,11,,NBA,13.5,John Tresvant,,2.0,1447,PF,5.9,False,1969-70,,LAL,,3.5
31,1.1,,,,,,,,,,.409,3.1,7.6,.667,2.1,3.2,18,,NBA,26.9,John Tresvant,,3.6,1447,PF,8.3,False,1970-71,,BAL,,7.4
32,1.0,,,,,,,,,,.417,3.3,8.0,.636,1.2,1.8,6,,NBA,30.0,John Tresvant,,3.8,1447,PF,7.8,False,1971-72,,BAL,,9.7
33,0.6,,,,,,,,,,.333,1.0,3.0,.500,0.4,0.8,5,,NBA,10.0,John Tresvant,,1.2,1447,PF,2.4,False,1972-73,,BAL,,3.2
21,0.0,0.0,0.5,.250,.250,0.5,2.0,,0.0,0.0,.250,0.5,2.0,,0.0,0.0,2,0,NBA,5.0,Gary Trent,0.0,1.5,1445,PF,1.0,False,1995-96,0.5,POR,0.0,0.5
22,1.0,0.3,1.8,.448,.464,3.3,7.0,.000,0.0,0.3,.448,3.3,7.3,.545,1.5,2.8,4,0,NBA,15.3,Gary Trent,1.3,2.8,1445,PF,8.0,False,1996-97,0.0,POR,1.5,3.0
27,0.3,0.0,1.3,.500,.500,2.7,5.3,,0.0,0.0,.500,2.7,5.3,.500,1.0,2.0,3,0,NBA,16.0,Gary Trent,1.7,2.7,1445,PF,6.3,False,2001-02,0.0,MIN,1.0,3.0
28,0.2,0.0,0.5,.357,.357,0.8,2.3,,0.0,0.0,.357,0.8,2.3,.667,0.7,1.0,6,0,NBA,7.0,Gary Trent,0.7,1.0,1445,SF,2.3,False,2002-03,0.2,MIN,0.7,1.2
29,0.2,0.0,0.5,.320,.348,0.6,1.8,.000,0.0,0.2,.320,0.6,1.9,.625,0.4,0.6,13,0,NBA,5.5,Gary Trent,0.5,0.8,1445,C,1.6,False,2003-04,0.0,MIN,0.2,0.9
21,0.7,1.3,2.0,.778,.778,2.3,3.0,,0.0,0.0,.778,2.3,3.0,.500,0.7,1.3,3,1,NBA,15.0,Robert Traylor,2.0,5.0,1444,C,5.3,False,1998-99,0.7,MIL,1.3,4.0
22,1.0,1.0,1.0,.000,.000,0.0,1.0,,0.0,0.0,.000,0.0,1.0,,0.0,0.0,1,0,NBA,4.0,Robert Traylor,1.0,2.0,1444,PF,0.0,False,1999-00,0.0,MIL,0.0,2.0
24,0.4,0.3,1.5,.350,.368,0.9,2.4,.000,0.0,0.1,.350,0.9,2.5,.667,0.5,0.8,8,0,NBA,7.8,Robert Traylor,0.5,1.9,1444,PF,2.3,False,2001-02,0.3,CHH,0.5,2.0
25,0.7,0.8,3.2,.455,.455,1.7,3.7,,0.0,0.0,.455,1.7,3.7,.250,0.2,0.7,6,0,NBA,15.7,Robert Traylor,1.8,2.8,1444,C,3.5,False,2002-03,0.5,NOH,1.0,5.0
26,0.3,0.3,2.3,.444,.444,1.0,2.3,,0.0,0.0,.444,1.0,2.3,.667,0.5,0.8,4,0,NBA,10.0,Robert Traylor,0.3,2.0,1444,C,2.5,False,2003-04,0.8,NOH,0.5,2.5
26,0.5,,,.242,.242,0.8,3.3,,,,.242,0.8,3.3,.571,0.4,0.7,10,,NBA,7.1,John Trapp,,0.9,1443,SF,2.0,True,1971-72,,LAL,,1.6
27,0.4,,0.6,.438,.438,1.4,3.2,,0.0,0.0,.438,1.4,3.2,.667,1.6,2.4,5,,ABA,10.2,John Trapp,0.8,2.6,1443,SF,4.4,False,1972-73,,DNR,0.2,1.4
23,0.8,,,,,,,,,,.432,3.2,7.3,.375,0.5,1.3,6,,NBA,11.0,George Trapp,,2.2,1442,PF,6.8,False,1971-72,,ATL,,3.0
24,0.5,,,,,,,,,,.344,1.8,5.3,.600,0.5,0.8,6,,NBA,16.5,George Trapp,,3.5,1442,PF,4.2,False,1972-73,,ATL,,3.5
25,0.3,0.7,2.6,,,,,,,,.588,4.3,7.3,1.000,0.3,0.3,7,,NBA,17.0,George Trapp,0.6,3.3,1442,PF,8.9,False,1973-74,0.0,DET,,3.1
26,1.3,0.0,5.7,,,,,,,,.545,6.0,11.0,.714,1.7,2.3,3,,NBA,27.0,George Trapp,1.7,2.0,1442,PF,13.7,False,1974-75,0.0,DET,,7.3
27,1.0,0.4,2.6,,,,,,,,.416,4.1,9.9,.833,1.7,2.0,9,,NBA,17.0,George Trapp,1.3,2.9,1442,PF,9.9,False,1975-76,0.4,DET,,3.9
23,0.8,0.0,0.2,.500,.500,2.0,4.0,.333,0.2,0.5,.481,2.2,4.5,.857,1.0,1.2,6,,NBA,10.0,Linton Townes,0.3,1.8,1440,SF,5.5,False,1982-83,0.0,POR,0.5,0.5
25,0.0,0.0,0.5,.500,.571,2.0,3.5,.000,0.0,0.5,.500,2.0,4.0,,0.0,0.0,2,0,NBA,3.0,Linton Townes,1.0,0.5,1440,SF,4.0,False,1984-85,0.0,SAS,0.0,1.5
22,1.5,0.0,0.0,.375,.375,0.8,2.0,,0.0,0.0,.375,0.8,2.0,.800,1.0,1.3,4,,ABA,7.5,Monte Towe,0.0,1.5,1437,PG,2.5,False,1975-76,0.3,DNA,1.3,0.0
23,1.0,0.0,0.0,.667,.667,2.0,3.0,,,,.667,2.0,3.0,,0.0,0.0,1,,NBA,6.0,Monte Towe,0.0,0.0,1437,PG,4.0,False,1976-77,0.0,DEN,,0.0
25,3.5,,,,,,,,,,.111,1.0,9.0,1.000,1.5,1.5,2,,NBA,34.0,Bill Tosheff,,4.5,1435,PG,3.5,False,1951-52,,INO,,3.0
26,2.0,,,,,,,,,,.063,0.5,8.0,1.000,3.5,3.5,2,,NBA,33.0,Bill Tosheff,,2.5,1435,PG,4.5,False,1952-53,,INO,,2.5
29,0.8,,,,,,,,,,.160,2.2,13.5,.684,2.2,3.2,6,,BAA,,Irv Torgoff,,3.8,1432,,6.5,False,1946-47,,WSC,,
31,1.0,,,,,,,,,,.000,0.0,1.5,,0.0,0.0,2,,BAA,,Irv Torgoff,,1.0,1432,,0.0,False,1948-49,,PHW,,
25,0.6,,,,,,,,,,.400,0.8,2.0,,0.0,0.0,5,,NBA,3.0,Gene Tormohlen,,1.2,1433,C,1.6,False,1962-63,,STL,,1.0
26,0.8,,,,,,,,,,.385,0.8,2.2,.600,0.5,0.8,6,,NBA,6.5,Gene Tormohlen,,1.7,1433,C,2.2,False,1963-64,,STL,,2.3
28,1.0,,,,,,,,,,.200,0.3,1.7,.750,0.5,0.7,6,,NBA,6.3,Gene Tormohlen,,1.2,1433,C,1.2,False,1965-66,,STL,,3.0
29,0.3,,,,,,,,,,.524,1.8,3.5,.400,0.3,0.8,6,,NBA,8.7,Gene Tormohlen,,1.8,1433,C,4.0,False,1966-67,,STL,,3.7
30,1.7,,,,,,,,,,.333,0.7,2.0,.750,1.0,1.3,3,,NBA,8.3,Gene Tormohlen,,1.3,1433,C,2.3,False,1967-68,,STL,,2.0
23,0.3,0.0,0.3,.000,.000,0.0,0.8,.000,0.0,0.3,.000,0.0,1.0,,0.0,0.0,4,,NBA,1.5,Bernard Toone,0.0,0.3,1431,PF,0.0,False,1979-80,0.0,PHI,0.0,0.3
26,0.0,,,,,,,,,,.200,1.0,5.0,.714,5.0,7.0,1,,BAA,,Jack Toomay,,6.0,1430,,7.0,False,1948-49,,BLB,,
25,0.5,0.0,0.0,.000,.000,0.0,0.5,.000,0.0,0.5,.000,0.0,1.0,,0.0,0.0,2,0,NBA,2.0,Andy Toolson,0.0,0.0,1429,SF,0.0,False,1990-91,0.5,UTA,0.0,0.0
25,0.7,0.0,0.0,.750,,0.0,0.0,.500,1.0,2.0,.500,1.0,2.0,1.000,0.7,0.7,3,0,NBA,5.0,Sedric Toney,0.0,1.3,1427,PG,3.7,False,1987-88,0.3,NYK,0.7,0.0
23,3.4,0.4,1.7,.431,.444,4.8,10.7,.111,0.1,0.6,.428,4.8,11.3,.815,4.1,5.1,16,,NBA,22.3,Andrew Toney,0.6,3.1,1426,SG,13.8,False,1980-81,0.7,PHI,3.4,2.3
24,4.9,0.1,1.5,.514,.514,8.6,16.7,.333,0.2,0.7,.507,8.8,17.4,.796,3.9,4.9,21,,NBA,33.7,Andrew Toney,1.0,4.1,1426,SG,21.8,False,1981-82,0.9,PHI,3.2,2.4
25,4.6,0.1,1.4,.470,.483,7.3,15.0,.000,0.0,0.4,.470,7.3,15.4,.754,4.3,5.8,12,,NBA,29.8,Andrew Toney,0.9,3.6,1426,SG,18.8,True,1982-83,0.9,PHI,3.8,2.3
26,3.8,0.2,1.2,.519,.556,8.0,14.4,.000,0.0,1.0,.519,8.0,15.4,.767,4.6,6.0,5,,NBA,36.0,Andrew Toney,1.0,4.8,1426,SG,20.6,False,1983-84,0.8,PHI,5.0,2.2
27,5.1,0.4,1.8,.494,.481,5.9,12.3,.429,0.5,1.1,.477,6.4,13.4,.770,3.6,4.7,13,13,NBA,34.0,Andrew Toney,0.6,3.5,1426,SG,16.8,False,1984-85,0.9,PHI,3.8,2.5
29,5.4,0.4,1.4,.382,.419,2.6,6.2,.000,0.0,0.6,.382,2.6,6.8,1.000,0.4,0.4,5,0,NBA,20.8,Andrew Toney,0.4,3.2,1426,SG,5.6,False,1986-87,0.4,PHI,3.2,1.8
26,2.9,0.5,5.3,.563,.563,9.0,16.0,,,,.563,9.0,16.0,.833,5.0,6.0,8,,NBA,38.0,Rudy Tomjanovich,2.8,2.1,1425,PF,23.0,False,1974-75,0.1,HOU,,8.0
28,2.0,0.3,3.4,.505,.505,8.9,17.7,,,,.505,8.9,17.7,.784,2.4,3.1,12,,NBA,38.1,Rudy Tomjanovich,2.0,3.0,1425,PF,20.3,False,1976-77,0.6,HOU,,5.4
30,1.0,0.5,3.5,.391,.391,4.5,11.5,,,,.391,4.5,11.5,.400,1.0,2.5,2,,NBA,32.0,Rudy Tomjanovich,3.5,0.5,1425,PF,10.0,False,1978-79,0.5,HOU,0.5,7.0
31,1.4,0.0,4.0,.383,.404,3.3,8.1,.143,0.1,1.0,.375,3.4,9.1,.692,1.3,1.9,7,,NBA,26.4,Rudy Tomjanovich,1.7,3.0,1425,PF,8.3,False,1979-80,0.3,HOU,2.0,5.7
32,0.0,0.0,0.5,.111,.167,0.1,0.8,.000,0.0,0.4,.111,0.1,1.1,.667,0.5,0.8,8,,NBA,3.9,Rudy Tomjanovich,0.3,0.4,1425,PF,0.8,False,1980-81,0.0,HOU,0.3,0.8
23,0.3,0.0,0.8,,,,,,,,.125,0.3,2.0,1.000,0.5,0.5,4,,NBA,5.5,Dean Tolson,1.0,0.8,1424,PF,1.0,False,1974-75,0.0,SEA,,1.8
23,0.3,0.0,1.0,.600,.600,0.8,1.3,,0.0,0.0,.600,0.8,1.3,.500,1.0,2.0,4,,NBA,7.8,Ray Tolbert,0.3,1.8,1422,PF,2.5,False,1981-82,1.0,SEA,0.0,1.3
25,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,,NBA,2.0,Ray Tolbert,0.0,0.0,1422,PF,0.0,False,1983-84,0.0,DET,0.0,0.0
25,0.9,0.4,2.0,.439,.433,1.4,3.3,.333,0.1,0.3,.424,1.6,3.7,.273,0.3,1.2,9,0,NBA,12.9,Tom Tolbert,0.0,3.2,1423,PF,3.6,False,1990-91,0.3,GSW,0.4,2.0
26,2.7,,,,,,,,,,.194,2.0,10.3,.792,6.3,8.0,3,,NBA,,Mike Todorovich,,4.7,1421,,10.3,False,1949-50,,TRI,,
23,5.0,0.0,1.6,.421,.444,1.6,3.6,.000,0.0,0.2,.421,1.6,3.8,.667,0.4,0.6,5,5,NBA,17.6,Jamaal Tinsley,0.4,2.4,1419,PG,3.6,False,2001-02,0.4,IND,2.4,2.0
24,6.5,0.0,2.0,.686,.545,2.0,3.7,.615,1.3,2.2,.571,3.3,5.8,.500,0.5,1.0,6,6,NBA,30.8,Jamaal Tinsley,1.0,3.3,1419,PG,8.5,False,2002-03,0.7,IND,1.3,3.0
25,5.0,0.2,2.5,.463,.478,2.1,4.3,.296,1.0,3.4,.398,3.1,7.7,.938,0.9,1.0,16,16,NBA,26.4,Jamaal Tinsley,0.4,3.5,1419,PG,8.1,False,2003-04,1.8,IND,1.9,2.9
26,5.7,0.3,2.7,.371,.423,3.3,7.9,.111,0.2,2.0,.360,3.6,9.9,.571,1.3,2.3,9,9,NBA,27.4,Jamaal Tinsley,0.7,3.4,1419,PG,8.7,False,2004-05,1.6,IND,3.0,3.3
27,1.0,0.0,0.0,.333,1.000,1.0,1.0,.000,0.0,2.0,.333,1.0,3.0,,0.0,0.0,1,0,NBA,7.0,Jamaal Tinsley,0.0,1.0,1419,PG,2.0,False,2005-06,1.0,IND,1.0,0.0
33,3.0,0.0,0.5,.275,.250,1.0,4.0,.250,0.3,1.0,.250,1.3,5.0,1.000,1.0,1.0,4,0,NBA,16.3,Jamaal Tinsley,0.0,1.8,1419,PG,3.8,False,2011-12,0.5,UTA,1.5,0.5
23,1.3,,,.462,.453,3.3,7.2,.400,0.2,0.4,.451,3.4,7.6,.727,2.7,3.7,12,,ABA,22.5,George Tinsley,,2.7,1418,SF,9.7,False,1969-70,,KEN,1.3,5.3
25,1.0,,,.600,1.000,1.0,1.0,.000,0.0,0.7,.600,1.0,1.7,,0.0,0.0,3,,ABA,4.7,George Tinsley,,1.0,1418,SF,2.0,False,1971-72,,FLO,0.7,0.3
22,2.3,0.0,2.8,.613,.613,4.8,7.8,,0.0,0.0,.613,4.8,7.8,.565,3.3,5.8,4,0,NBA,27.0,Wayman Tisdale,1.3,4.3,1420,PF,12.8,False,1986-87,0.3,IND,1.3,4.0
30,1.1,0.4,2.4,.451,.457,3.2,7.0,.000,0.0,0.1,.451,3.2,7.1,.643,0.9,1.4,10,0,NBA,17.0,Wayman Tisdale,0.6,3.2,1420,PF,7.3,False,1994-95,0.0,PHO,0.6,3.0
31,0.5,0.3,0.3,.333,.333,2.5,7.5,,0.0,0.0,.333,2.5,7.5,.500,0.3,0.5,4,0,NBA,16.8,Wayman Tisdale,0.8,1.8,1420,PF,5.3,False,1995-96,0.3,PHO,0.3,1.0
32,0.0,0.0,1.3,.400,.400,1.5,3.8,,0.0,0.0,.400,1.5,3.8,,0.0,0.0,4,4,NBA,9.0,Wayman Tisdale,0.5,1.3,1420,PF,3.0,False,1996-97,0.0,PHO,0.3,1.8
33,0.3,,,,,,,,,,.263,1.7,6.3,.600,1.0,1.7,3,,BAA,,Hal Tidrick,,5.3,1414,,4.3,False,1948-49,,BLB,,
22,0.8,,,,,,,,,,.438,3.5,8.0,.679,3.0,4.4,12,,NBA,34.2,Nate Thurmond,,3.8,1412,PF,10.0,False,1963-64,,SFW,,12.3
25,3.1,,,,,,,,,,.433,6.2,14.3,.571,3.5,6.1,15,,NBA,46.0,Nate Thurmond,,3.5,1412,C,15.9,False,1966-67,,SFW,,23.1
27,4.7,,,,,,,,,,.392,6.7,17.0,.588,3.3,5.7,6,,NBA,43.8,Nate Thurmond,,3.0,1412,C,16.7,False,1968-69,,SFW,,19.5
29,3.0,,,,,,,,,,.371,7.2,19.4,.800,3.2,4.0,5,,NBA,38.4,Nate Thurmond,,4.0,1412,C,17.6,False,1970-71,,SFW,,10.2
30,5.2,,,,,,,,,,.434,10.6,24.4,.750,4.2,5.6,5,,NBA,46.0,Nate Thurmond,,2.4,1412,C,25.4,False,1971-72,,GSW,,17.8
31,3.6,,,,,,,,,,.398,5.8,14.6,.800,2.9,3.6,11,,NBA,41.8,Nate Thurmond,,2.7,1412,C,14.5,False,1972-73,,GSW,,13.2
33,2.4,1.6,4.8,,,,,,,,.368,1.1,2.9,.486,1.4,2.8,13,,NBA,19.5,Nate Thurmond,1.8,2.8,1412,C,3.5,False,1974-75,0.4,CHI,,6.7
34,2.2,2.2,6.1,,,,,,,,.468,2.8,6.1,.406,1.0,2.5,13,,NBA,28.8,Nate Thurmond,2.9,4.0,1412,C,6.7,False,1975-76,0.5,CLE,,9.0
35,0.0,1.0,1.0,,,,,,,,,0.0,0.0,,0.0,0.0,1,,NBA,1.0,Nate Thurmond,0.0,0.0,1412,C,0.0,False,1976-77,0.0,CLE,,1.0
22,0.3,0.0,0.3,.333,1.000,0.3,0.3,.000,0.0,0.7,.333,0.3,1.0,,0.0,0.0,3,,NBA,2.0,Sedale Threatt,0.3,0.0,1411,PG,0.7,False,1983-84,0.3,PHI,0.7,0.7
23,1.3,0.0,0.0,.286,.286,0.5,1.8,,0.0,0.0,.286,0.5,1.8,,0.0,0.0,4,0,NBA,7.0,Sedale Threatt,0.3,0.5,1411,PG,1.0,False,1984-85,0.3,PHI,0.8,0.3
24,3.5,0.2,1.6,.469,.475,5.6,11.8,.000,0.0,0.2,.469,5.6,11.9,.788,2.2,2.8,12,0,NBA,26.0,Sedale Threatt,0.5,2.9,1411,SG,13.3,False,1985-86,1.9,PHI,1.3,2.1
25,5.3,0.0,1.0,.471,.471,2.7,5.7,,0.0,0.0,.471,2.7,5.7,1.000,1.3,1.3,3,0,NBA,23.3,Sedale Threatt,0.7,3.7,1411,PG,6.7,False,1986-87,0.3,CHI,0.7,1.7
26,2.2,0.0,1.8,.412,.424,2.8,6.6,.000,0.0,0.2,.412,2.8,6.8,1.000,0.8,0.8,5,0,NBA,16.0,Sedale Threatt,0.4,1.4,1411,PG,6.4,False,1987-88,0.2,SEA,1.0,2.2
27,6.1,0.0,1.3,.482,.487,4.8,9.8,.250,0.1,0.5,.476,4.9,10.3,.850,2.1,2.5,8,1,NBA,25.1,Sedale Threatt,0.4,2.8,1411,PG,12.0,False,1988-89,2.1,SEA,1.4,1.6
29,3.4,0.0,1.4,.571,.578,5.2,9.0,.364,0.8,2.2,.536,6.0,11.2,.900,1.8,2.0,5,5,NBA,27.2,Sedale Threatt,0.2,2.8,1411,PG,14.6,False,1990-91,1.0,SEA,1.6,1.6
30,4.3,0.0,2.0,.543,.512,5.5,10.8,.667,0.5,0.8,.522,6.0,11.5,.750,2.3,3.0,4,4,NBA,40.5,Sedale Threatt,0.0,2.8,1411,PG,14.8,False,1991-92,0.5,LAL,2.8,2.0
31,8.0,0.2,2.8,.455,.474,7.2,15.2,.231,0.6,2.6,.438,7.8,17.8,.750,1.8,2.4,5,5,NBA,41.0,Sedale Threatt,0.6,3.8,1411,PG,18.0,False,1992-93,2.6,LAL,2.4,3.4
33,2.0,0.0,0.0,.250,.500,1.0,2.0,.000,0.0,2.0,.250,1.0,4.0,,0.0,0.0,1,0,NBA,11.0,Sedale Threatt,0.0,2.0,1411,PG,2.0,False,1994-95,1.0,LAL,0.0,0.0
34,1.0,0.0,0.5,.278,.286,0.5,1.8,.182,0.5,2.8,.222,1.0,4.5,,0.0,0.0,4,0,NBA,14.3,Sedale Threatt,0.3,1.0,1411,PG,2.5,False,1995-96,0.5,LAL,0.8,0.8
35,3.0,0.3,0.9,.473,.500,0.8,1.6,.300,0.6,1.9,.393,1.4,3.5,.750,0.4,0.5,16,0,NBA,16.6,Sedale Threatt,0.1,2.2,1411,SG,3.7,False,1996-97,0.4,HOU,0.8,1.1
22,0.9,,,.390,.442,3.3,7.4,.000,0.0,1.0,.390,3.3,8.4,.618,3.0,4.9,7,,ABA,16.9,Dallas Thornton,,1.3,1409,SF,9.6,False,1968-69,,MMF,1.1,3.3
23,0.0,0.3,1.3,.231,.231,1.0,4.3,,0.0,0.0,.231,1.0,4.3,.462,2.0,4.3,3,0,NBA,11.7,Otis Thorpe,2.7,1.3,1410,PF,4.0,False,1985-86,0.0,SAC,0.3,4.0
26,3.0,0.3,3.5,.649,.649,6.0,9.3,,0.0,0.0,.649,6.0,9.3,.762,4.0,5.3,4,4,NBA,38.0,Otis Thorpe,1.5,4.3,1410,PF,16.0,False,1988-89,1.3,HOU,3.8,5.0
27,1.8,0.0,4.8,.600,.600,6.8,11.3,,0.0,0.0,.600,6.8,11.3,.684,6.5,9.5,4,4,NBA,41.0,Otis Thorpe,3.5,3.0,1410,PF,20.0,False,1989-90,1.3,HOU,2.3,8.3
28,2.7,0.0,6.0,.579,.579,7.3,12.7,,0.0,0.0,.579,7.3,12.7,.500,1.0,2.0,3,3,NBA,38.7,Otis Thorpe,2.3,2.7,1410,PF,15.7,False,1990-91,0.7,HOU,2.0,8.3
30,2.6,0.1,5.6,.635,.635,6.1,9.6,,0.0,0.0,.635,6.1,9.6,.651,2.3,3.6,12,12,NBA,34.9,Otis Thorpe,3.0,2.9,1410,PF,14.5,False,1992-93,0.5,HOU,1.4,8.6
31,2.3,0.4,7.0,.575,.573,4.8,8.3,.500,0.0,0.1,.572,4.8,8.4,.567,1.7,2.9,23,23,NBA,37.1,Otis Thorpe,3.0,3.7,1410,PF,11.3,True,1993-94,0.6,HOU,1.6,9.9
32,0.7,0.0,2.7,.571,.571,4.0,7.0,,0.0,0.0,.571,4.0,7.0,.700,2.3,3.3,3,0,NBA,22.0,Otis Thorpe,1.7,4.0,1410,PF,10.3,False,1994-95,0.0,POR,1.0,4.3
